assinante_hash,home_cluster,home_municipio,income_cluster,age_group,mobility_pattern,flag_flagship
126877,TRINDADE,Florianópolis,B,35-44,MODERADA,0
126878,BIGUACU_BR101_NORTE,Biguaçu,B,18-24,BAIXA,0
126879,SANTO_AMARO,Santo Amaro da Imperatriz,A,25-34,MODERADA,1
126880,LAGOA_CONCEICAO,Florianópolis,D,25-34,MODERADA,0
126881,TRINDADE,Florianópolis,A,35-44,BAIXA,0
126882,SAO_JOSE_KOBRASOL,São José,A,25-34,MODERADA,0
126883,NORTE_ILHA,Florianópolis,A,35-44,BAIXA,0
126884,SAO_JOSE_KOBRASOL,São José,D,45-54,BAIXA,0
126885,SAO_JOSE_CENTRO,São José,D,35-44,INTENSA,0
126886,RESIDENCIAL_NORTE,Florianópolis,C,35-44,INTENSA,0
126887,COQUEIROS,Florianópolis,B,45-54,MODERADA,1
126888,PALHOCA_BR101_SUL,Palhoça,B,45-54,INTENSA,1
126889,VIA_EXPRESSA_CORREDOR,Florianópolis,B,18-24,INTENSA,0
126890,SAO_JOSE_CENTRO,São José,D,25-34,INTENSA,0
126891,BIGUACU_BR101_NORTE,Biguaçu,D,25-34,MODERADA,0
126892,PALHOCA_BR101_SUL,Palhoça,C,35-44,INTENSA,0
126893,INGLESES,Florianópolis,D,45-54,MODERADA,0
126894,SAO_JOSE_CENTRO,São José,C,35-44,MODERADA,0
126895,PALHOCA_BR101_SUL,Palhoça,A,45-54,MODERADA,1
126896,SAO_JOSE_ROCADO,São José,D,45-54,BAIXA,0
126897,PALHOCA_PEDRA_BRANCA,Palhoça,C,18-24,BAIXA,0
126898,UFSC,Florianópolis,C,25-34,INTENSA,0
126899,ESTREITO_CAPOEIRAS,Florianópolis,C,18-24,BAIXA,0
126900,COQUEIROS,Florianópolis,C,45-54,BAIXA,0
126901,SAO_JOSE_CENTRO,São José,A,45-54,BAIXA,0
126902,ESTREITO_CAPOEIRAS,Florianópolis,C,35-44,MODERADA,0
126903,ANTONIO_CARLOS,Antônio Carlos,B,18-24,MODERADA,0
126904,INGLESES,Florianópolis,B,55+,MODERADA,1
126905,CENTRO_HISTORICO,Florianópolis,C,55+,MODERADA,0
126906,SAO_JOSE_CENTRO,São José,C,18-24,MODERADA,0
126907,TRINDADE,Florianópolis,B,25-34,BAIXA,0
126908,CBD_BEIRAMAR,Florianópolis,B,55+,INTENSA,1
126909,TRINDADE,Florianópolis,C,45-54,MODERADA,0
126910,VIA_EXPRESSA_CORREDOR,Florianópolis,C,45-54,BAIXA,0
126911,CBD_BEIRAMAR,Florianópolis,A,35-44,MODERADA,0
126912,CANASVIEIRAS,Florianópolis,D,35-44,BAIXA,0
126913,SAO_JOSE_BARREIROS,São José,D,25-34,MODERADA,0
126914,INGLESES,Florianópolis,D,18-24,BAIXA,1
126915,BIGUACU_BR101_NORTE,Biguaçu,B,35-44,BAIXA,0
126916,SAO_JOSE_CENTRO,São José,D,35-44,MODERADA,0
126917,CENTRO_HISTORICO,Florianópolis,B,55+,BAIXA,1
126918,ESTREITO_CAPOEIRAS,Florianópolis,B,55+,BAIXA,0
126919,SAO_JOSE_CENTRO,São José,D,35-44,BAIXA,0
126920,UFSC,Florianópolis,B,35-44,MODERADA,0
126921,RESIDENCIAL_NORTE,Florianópolis,B,45-54,INTENSA,1
126922,COQUEIROS,Florianópolis,D,35-44,MODERADA,0
126923,COQUEIROS,Florianópolis,C,35-44,INTENSA,0
126924,VIA_EXPRESSA_CORREDOR,Florianópolis,C,55+,BAIXA,0
126925,SAO_JOSE_KOBRASOL,São José,C,35-44,MODERADA,0
126926,ESTREITO_CAPOEIRAS,Florianópolis,D,35-44,MODERADA,0
126927,SAO_JOSE_ROCADO,São José,A,35-44,BAIXA,0
126928,CENTRO_HISTORICO,Florianópolis,C,45-54,BAIXA,0
126929,AEROPORTO_HLZ,Florianópolis,B,18-24,BAIXA,1
126930,COQUEIROS,Florianópolis,B,18-24,MODERADA,1
126931,LAGOA_CONCEICAO,Florianópolis,D,18-24,BAIXA,0
126932,PALHOCA_BR101_SUL,Palhoça,C,18-24,MODERADA,0
126933,UFSC,Florianópolis,B,25-34,INTENSA,0
126934,CENTRO_HISTORICO,Florianópolis,D,18-24,INTENSA,0
126935,SAO_JOSE_KOBRASOL,São José,D,45-54,BAIXA,0
126936,CBD_BEIRAMAR,Florianópolis,D,45-54,MODERADA,0
126937,TRINDADE,Florianópolis,C,45-54,INTENSA,0
126938,GOV_CELSO_RAMOS,Governador Celso Ramos,B,55+,BAIXA,0
126939,SAO_JOSE_ROCADO,São José,B,25-34,INTENSA,1
126940,PALHOCA_BR101_SUL,Palhoça,C,55+,INTENSA,0
126941,RESIDENCIAL_NORTE,Florianópolis,C,35-44,MODERADA,1
126942,SC401_CORREDOR,Florianópolis,C,18-24,MODERADA,0
126943,LAGOA_CONCEICAO,Florianópolis,B,55+,BAIXA,1
126944,COQUEIROS,Florianópolis,D,45-54,BAIXA,0
126945,CAMPECHE,Florianópolis,D,25-34,INTENSA,0
126946,SAO_JOSE_KOBRASOL,São José,B,45-54,MODERADA,1
126947,CBD_BEIRAMAR,Florianópolis,D,18-24,MODERADA,0
126948,SAO_JOSE_CENTRO,São José,C,35-44,BAIXA,0
126949,COQUEIROS,Florianópolis,B,18-24,INTENSA,0
126950,CENTRO_HISTORICO,Florianópolis,C,18-24,MODERADA,0
126951,LAGOA_CONCEICAO,Florianópolis,C,35-44,MODERADA,0
126952,PALHOCA_BR101_SUL,Palhoça,D,18-24,BAIXA,0
126953,UFSC,Florianópolis,C,45-54,MODERADA,0
126954,TRINDADE,Florianópolis,C,35-44,INTENSA,0
126955,LAGOA_CONCEICAO,Florianópolis,B,25-34,MODERADA,0
126956,LAGOA_CONCEICAO,Florianópolis,D,25-34,MODERADA,0
126957,INGLESES,Florianópolis,D,25-34,BAIXA,0
126958,SC401_CORREDOR,Florianópolis,C,55+,INTENSA,0
126959,BIGUACU_BR101_NORTE,Biguaçu,B,45-54,MODERADA,0
126960,CANASVIEIRAS,Florianópolis,D,55+,BAIXA,0
126961,CENTRO_HISTORICO,Florianópolis,A,35-44,INTENSA,1
126962,COQUEIROS,Florianópolis,C,35-44,BAIXA,0
126963,PALHOCA_BR101_SUL,Palhoça,C,25-34,BAIXA,0
126964,CENTRO_HISTORICO,Florianópolis,B,18-24,MODERADA,0
126965,CENTRO_HISTORICO,Florianópolis,A,35-44,INTENSA,0
126966,COQUEIROS,Florianópolis,C,45-54,BAIXA,0
126967,SC401_CORREDOR,Florianópolis,D,25-34,BAIXA,0
126968,PALHOCA_CENTRO,Palhoça,C,55+,INTENSA,1
126969,BIGUACU_BR101_NORTE,Biguaçu,C,18-24,BAIXA,0
126970,TRINDADE,Florianópolis,B,18-24,BAIXA,0
126971,SAO_JOSE_ROCADO,São José,C,45-54,MODERADA,0
126972,CBD_BEIRAMAR,Florianópolis,B,55+,BAIXA,1
126973,CANASVIEIRAS,Florianópolis,B,25-34,MODERADA,1
126974,PALHOCA_PEDRA_BRANCA,Palhoça,A,25-34,MODERADA,0
126975,SC401_CORREDOR,Florianópolis,D,18-24,MODERADA,0
126976,TRINDADE,Florianópolis,D,45-54,BAIXA,1
126977,CBD_BEIRAMAR,Florianópolis,D,55+,INTENSA,0
126978,RESIDENCIAL_NORTE,Florianópolis,B,18-24,BAIXA,0
126979,CANASVIEIRAS,Florianópolis,C,55+,MODERADA,0
126980,SAO_JOSE_KOBRASOL,São José,C,55+,MODERADA,0
126981,CBD_BEIRAMAR,Florianópolis,D,35-44,MODERADA,0
126982,SANTO_AMARO,Santo Amaro da Imperatriz,C,25-34,MODERADA,0
126983,CANASVIEIRAS,Florianópolis,D,18-24,MODERADA,0
126984,AEROPORTO_HLZ,Florianópolis,C,45-54,BAIXA,0
126985,JURERE,Florianópolis,B,45-54,BAIXA,0
126986,SAO_JOSE_BARREIROS,São José,C,45-54,MODERADA,1
126987,AEROPORTO_HLZ,Florianópolis,C,25-34,INTENSA,0
126988,CBD_BEIRAMAR,Florianópolis,B,18-24,INTENSA,1
126989,SAO_JOSE_KOBRASOL,São José,A,55+,MODERADA,1
126990,COQUEIROS,Florianópolis,C,25-34,INTENSA,0
126991,ESTREITO_CAPOEIRAS,Florianópolis,C,35-44,MODERADA,0
126992,VIA_EXPRESSA_CORREDOR,Florianópolis,C,35-44,INTENSA,0
126993,SAO_JOSE_ROCADO,São José,D,35-44,INTENSA,0
126994,CBD_BEIRAMAR,Florianópolis,D,35-44,BAIXA,0
126995,CBD_BEIRAMAR,Florianópolis,B,45-54,BAIXA,0
126996,AEROPORTO_HLZ,Florianópolis,C,18-24,BAIXA,0
126997,SC401_CORREDOR,Florianópolis,B,45-54,BAIXA,1
126998,CBD_BEIRAMAR,Florianópolis,D,35-44,BAIXA,0
126999,AEROPORTO_HLZ,Florianópolis,C,45-54,BAIXA,0
127000,PALHOCA_PEDRA_BRANCA,Palhoça,B,55+,BAIXA,0
127001,CBD_BEIRAMAR,Florianópolis,D,45-54,INTENSA,0
127002,CENTRO_HISTORICO,Florianópolis,D,25-34,BAIXA,0
127003,ESTREITO_CAPOEIRAS,Florianópolis,C,35-44,MODERADA,0
127004,UFSC,Florianópolis,B,55+,BAIXA,0
127005,PALHOCA_CENTRO,Palhoça,D,55+,INTENSA,0
127006,CBD_BEIRAMAR,Florianópolis,A,45-54,BAIXA,1
127007,SAO_JOSE_CENTRO,São José,D,45-54,INTENSA,0
127008,TRINDADE,Florianópolis,C,55+,BAIXA,0
127009,AEROPORTO_HLZ,Florianópolis,B,18-24,INTENSA,0
127010,TRINDADE,Florianópolis,A,55+,MODERADA,0
127011,SAO_JOSE_CENTRO,São José,D,25-34,INTENSA,0
127012,INGLESES,Florianópolis,B,45-54,INTENSA,1
127013,JURERE,Florianópolis,B,55+,INTENSA,0
127014,SAO_JOSE_KOBRASOL,São José,C,25-34,MODERADA,0
127015,SAO_JOSE_BARREIROS,São José,D,25-34,INTENSA,0
127016,NORTE_ILHA,Florianópolis,D,55+,MODERADA,0
127017,CANASVIEIRAS,Florianópolis,C,55+,MODERADA,0
127018,LAGOA_CONCEICAO,Florianópolis,C,55+,BAIXA,1
127019,SAO_JOSE_CENTRO,São José,C,45-54,BAIXA,0
127020,PALHOCA_CENTRO,Palhoça,C,18-24,BAIXA,0
127021,PALHOCA_CENTRO,Palhoça,B,25-34,MODERADA,1
127022,SC401_CORREDOR,Florianópolis,D,45-54,INTENSA,0
127023,CBD_BEIRAMAR,Florianópolis,C,55+,BAIXA,0
127024,UFSC,Florianópolis,D,45-54,MODERADA,0
127025,PALHOCA_BR101_SUL,Palhoça,B,55+,BAIXA,1
127026,ESTREITO_CAPOEIRAS,Florianópolis,C,45-54,MODERADA,0
127027,CAMPECHE,Florianópolis,C,25-34,BAIXA,0
127028,CBD_BEIRAMAR,Florianópolis,B,35-44,INTENSA,0
127029,CENTRO_HISTORICO,Florianópolis,D,45-54,INTENSA,0
127030,COQUEIROS,Florianópolis,B,25-34,BAIXA,0
127031,BIGUACU_BR101_NORTE,Biguaçu,D,55+,BAIXA,0
127032,CAMPECHE,Florianópolis,D,35-44,MODERADA,0
127033,SANTO_AMARO,Santo Amaro da Imperatriz,D,35-44,MODERADA,0
127034,SC401_CORREDOR,Florianópolis,C,35-44,BAIXA,0
127035,JURERE,Florianópolis,A,55+,MODERADA,0
127036,BIGUACU_BR101_NORTE,Biguaçu,D,18-24,BAIXA,0
127037,PALHOCA_BR101_SUL,Palhoça,D,18-24,INTENSA,0
127038,ESTREITO_CAPOEIRAS,Florianópolis,D,35-44,MODERADA,0
127039,PALHOCA_CENTRO,Palhoça,B,45-54,MODERADA,0
127040,TRINDADE,Florianópolis,C,45-54,BAIXA,0
127041,SAO_JOSE_BARREIROS,São José,C,45-54,BAIXA,0
127042,CAMPECHE,Florianópolis,C,25-34,INTENSA,0
127043,UFSC,Florianópolis,A,18-24,MODERADA,0
127044,ESTREITO_CAPOEIRAS,Florianópolis,C,25-34,BAIXA,0
127045,SAO_JOSE_KOBRASOL,São José,C,55+,INTENSA,0
127046,VIA_EXPRESSA_CORREDOR,Florianópolis,B,55+,MODERADA,1
127047,SAO_JOSE_ROCADO,São José,C,18-24,MODERADA,1
127048,COQUEIROS,Florianópolis,C,25-34,INTENSA,0
127049,PALHOCA_CENTRO,Palhoça,D,55+,BAIXA,0
127050,SAO_JOSE_KOBRASOL,São José,D,45-54,MODERADA,0
127051,RESIDENCIAL_NORTE,Florianópolis,B,35-44,INTENSA,1
127052,TRINDADE,Florianópolis,D,45-54,BAIXA,0
127053,SAO_JOSE_CENTRO,São José,C,45-54,INTENSA,0
127054,PALHOCA_BR101_SUL,Palhoça,D,45-54,MODERADA,0
127055,CAMPECHE,Florianópolis,D,55+,BAIXA,0
127056,CAMPECHE,Florianópolis,D,45-54,MODERADA,0
127057,PALHOCA_PEDRA_BRANCA,Palhoça,C,45-54,INTENSA,0
127058,CENTRO_HISTORICO,Florianópolis,C,55+,MODERADA,0
127059,TRINDADE,Florianópolis,B,18-24,MODERADA,0
127060,SANTO_AMARO,Santo Amaro da Imperatriz,C,35-44,MODERADA,0
127061,TRINDADE,Florianópolis,C,18-24,MODERADA,0
127062,NORTE_ILHA,Florianópolis,C,45-54,BAIXA,0
127063,LAGOA_CONCEICAO,Florianópolis,B,45-54,MODERADA,0
127064,SAO_JOSE_BARREIROS,São José,D,25-34,BAIXA,0
127065,PALHOCA_CENTRO,Palhoça,A,45-54,BAIXA,1
127066,AEROPORTO_HLZ,Florianópolis,C,55+,MODERADA,1
127067,CAMPECHE,Florianópolis,C,25-34,BAIXA,0
127068,GOV_CELSO_RAMOS,Governador Celso Ramos,C,18-24,BAIXA,0
127069,CBD_BEIRAMAR,Florianópolis,C,45-54,MODERADA,0
127070,SAO_JOSE_CENTRO,São José,B,55+,MODERADA,0
127071,GOV_CELSO_RAMOS,Governador Celso Ramos,D,25-34,MODERADA,1
127072,BIGUACU_BR101_NORTE,Biguaçu,D,18-24,MODERADA,0
127073,CAMPECHE,Florianópolis,A,55+,INTENSA,0
127074,ESTREITO_CAPOEIRAS,Florianópolis,D,18-24,INTENSA,0
127075,CENTRO_HISTORICO,Florianópolis,D,25-34,BAIXA,0
127076,CENTRO_HISTORICO,Florianópolis,A,18-24,BAIXA,0
127077,JURERE,Florianópolis,C,45-54,MODERADA,1
127078,CANASVIEIRAS,Florianópolis,C,55+,MODERADA,0
127079,LAGOA_CONCEICAO,Florianópolis,B,25-34,INTENSA,0
127080,COQUEIROS,Florianópolis,C,18-24,BAIXA,0
127081,TRINDADE,Florianópolis,B,55+,INTENSA,1
127082,CAMPECHE,Florianópolis,A,45-54,MODERADA,0
127083,UFSC,Florianópolis,C,35-44,MODERADA,0
127084,CENTRO_HISTORICO,Florianópolis,C,35-44,INTENSA,0
127085,CANASVIEIRAS,Florianópolis,C,18-24,MODERADA,1
127086,CBD_BEIRAMAR,Florianópolis,C,55+,MODERADA,1
127087,SAO_JOSE_CENTRO,São José,B,18-24,BAIXA,0
127088,CBD_BEIRAMAR,Florianópolis,A,35-44,MODERADA,0
127089,CENTRO_HISTORICO,Florianópolis,C,25-34,INTENSA,0
127090,GOV_CELSO_RAMOS,Governador Celso Ramos,D,18-24,MODERADA,0
127091,RESIDENCIAL_NORTE,Florianópolis,B,18-24,MODERADA,1
127092,LAGOA_CONCEICAO,Florianópolis,C,55+,MODERADA,0
127093,TRINDADE,Florianópolis,D,55+,INTENSA,0
127094,COQUEIROS,Florianópolis,C,45-54,BAIXA,0
127095,VIA_EXPRESSA_CORREDOR,Florianópolis,C,18-24,MODERADA,0
127096,TRINDADE,Florianópolis,B,55+,MODERADA,0
127097,PALHOCA_PEDRA_BRANCA,Palhoça,A,18-24,MODERADA,0
127098,CENTRO_HISTORICO,Florianópolis,B,45-54,MODERADA,0
127099,TRINDADE,Florianópolis,C,35-44,BAIXA,0
127100,SANTO_AMARO,Santo Amaro da Imperatriz,C,25-34,MODERADA,0
127101,SC401_CORREDOR,Florianópolis,B,18-24,MODERADA,0
127102,INGLESES,Florianópolis,D,45-54,MODERADA,0
127103,CBD_BEIRAMAR,Florianópolis,C,35-44,MODERADA,0
127104,RESIDENCIAL_NORTE,Florianópolis,A,18-24,MODERADA,0
127105,ESTREITO_CAPOEIRAS,Florianópolis,B,45-54,BAIXA,1
127106,SANTO_AMARO,Santo Amaro da Imperatriz,C,18-24,BAIXA,0
127107,CBD_BEIRAMAR,Florianópolis,C,25-34,INTENSA,0
127108,CAMPECHE,Florianópolis,A,45-54,MODERADA,0
127109,VIA_EXPRESSA_CORREDOR,Florianópolis,C,18-24,BAIXA,0
127110,UFSC,Florianópolis,B,55+,INTENSA,1
127111,INGLESES,Florianópolis,C,25-34,MODERADA,0
127112,BIGUACU_BR101_NORTE,Biguaçu,C,55+,MODERADA,0
127113,SC401_CORREDOR,Florianópolis,A,18-24,BAIXA,0
127114,LAGOA_CONCEICAO,Florianópolis,C,45-54,INTENSA,0
127115,CBD_BEIRAMAR,Florianópolis,C,35-44,INTENSA,0
127116,INGLESES,Florianópolis,D,55+,MODERADA,0
127117,CENTRO_HISTORICO,Florianópolis,B,18-24,MODERADA,0
127118,LAGOA_CONCEICAO,Florianópolis,A,55+,MODERADA,1
127119,SAO_JOSE_ROCADO,São José,C,18-24,MODERADA,0
127120,ESTREITO_CAPOEIRAS,Florianópolis,C,55+,MODERADA,0
127121,CANASVIEIRAS,Florianópolis,C,55+,INTENSA,0
127122,SAO_JOSE_CENTRO,São José,B,35-44,INTENSA,1
127123,VIA_EXPRESSA_CORREDOR,Florianópolis,C,55+,BAIXA,0
127124,VIA_EXPRESSA_CORREDOR,Florianópolis,A,25-34,BAIXA,1
127125,UFSC,Florianópolis,A,25-34,MODERADA,1
127126,CENTRO_HISTORICO,Florianópolis,C,45-54,MODERADA,0
127127,UFSC,Florianópolis,C,45-54,INTENSA,0
127128,SAO_JOSE_CENTRO,São José,C,55+,BAIXA,0
127129,ESTREITO_CAPOEIRAS,Florianópolis,B,18-24,INTENSA,1
127130,PALHOCA_BR101_SUL,Palhoça,D,45-54,MODERADA,0
127131,UFSC,Florianópolis,C,25-34,MODERADA,0
127132,SAO_JOSE_CENTRO,São José,B,18-24,MODERADA,1
127133,COQUEIROS,Florianópolis,B,35-44,BAIXA,0
127134,JURERE,Florianópolis,A,55+,MODERADA,1
127135,INGLESES,Florianópolis,B,45-54,BAIXA,0
127136,GOV_CELSO_RAMOS,Governador Celso Ramos,C,18-24,MODERADA,0
127137,CENTRO_HISTORICO,Florianópolis,C,25-34,BAIXA,0
127138,SAO_JOSE_KOBRASOL,São José,D,25-34,BAIXA,0
127139,CBD_BEIRAMAR,Florianópolis,C,18-24,INTENSA,0
127140,CBD_BEIRAMAR,Florianópolis,D,18-24,MODERADA,0
127141,CAMPECHE,Florianópolis,B,45-54,BAIXA,0
127142,CENTRO_HISTORICO,Florianópolis,C,18-24,BAIXA,0
127143,AEROPORTO_HLZ,Florianópolis,C,45-54,BAIXA,0
127144,SAO_JOSE_BARREIROS,São José,B,25-34,BAIXA,1
127145,BIGUACU_BR101_NORTE,Biguaçu,B,25-34,MODERADA,1
127146,SC401_CORREDOR,Florianópolis,B,18-24,MODERADA,0
127147,TRINDADE,Florianópolis,C,18-24,BAIXA,0
127148,CENTRO_HISTORICO,Florianópolis,D,35-44,MODERADA,0
127149,CBD_BEIRAMAR,Florianópolis,B,55+,MODERADA,0
127150,PALHOCA_PEDRA_BRANCA,Palhoça,C,55+,INTENSA,0
127151,PALHOCA_BR101_SUL,Palhoça,C,45-54,MODERADA,0
127152,CENTRO_HISTORICO,Florianópolis,A,25-34,BAIXA,0
127153,PALHOCA_CENTRO,Palhoça,C,18-24,MODERADA,0
127154,JURERE,Florianópolis,C,25-34,MODERADA,0
127155,CENTRO_HISTORICO,Florianópolis,D,55+,BAIXA,0
127156,TRINDADE,Florianópolis,C,35-44,MODERADA,0
127157,PALHOCA_CENTRO,Palhoça,C,45-54,BAIXA,0
127158,SAO_JOSE_KOBRASOL,São José,A,18-24,INTENSA,0
127159,COQUEIROS,Florianópolis,A,25-34,BAIXA,0
127160,JURERE,Florianópolis,C,35-44,BAIXA,0
127161,CANASVIEIRAS,Florianópolis,B,18-24,INTENSA,1
127162,BIGUACU_BR101_NORTE,Biguaçu,C,55+,MODERADA,0
127163,SAO_JOSE_BARREIROS,São José,D,45-54,BAIXA,0
127164,PALHOCA_PEDRA_BRANCA,Palhoça,D,45-54,MODERADA,0
127165,CENTRO_HISTORICO,Florianópolis,C,18-24,MODERADA,0
127166,CBD_BEIRAMAR,Florianópolis,C,35-44,MODERADA,1
127167,SAO_JOSE_CENTRO,São José,B,55+,BAIXA,1
127168,SAO_JOSE_KOBRASOL,São José,B,35-44,INTENSA,0
127169,SAO_JOSE_CENTRO,São José,B,25-34,MODERADA,0
127170,SC401_CORREDOR,Florianópolis,D,18-24,MODERADA,0
127171,JURERE,Florianópolis,D,18-24,INTENSA,0
127172,PALHOCA_CENTRO,Palhoça,D,55+,INTENSA,0
127173,UFSC,Florianópolis,D,35-44,MODERADA,0
127174,CBD_BEIRAMAR,Florianópolis,D,45-54,BAIXA,0
127175,AEROPORTO_HLZ,Florianópolis,C,45-54,BAIXA,0
127176,SAO_JOSE_BARREIROS,São José,B,18-24,MODERADA,0
127177,AEROPORTO_HLZ,Florianópolis,B,18-24,BAIXA,1
127178,SAO_JOSE_BARREIROS,São José,C,25-34,BAIXA,0
127179,SANTO_AMARO,Santo Amaro da Imperatriz,D,35-44,BAIXA,0
127180,PALHOCA_BR101_SUL,Palhoça,B,45-54,BAIXA,1
127181,BIGUACU_BR101_NORTE,Biguaçu,C,55+,BAIXA,0
127182,COQUEIROS,Florianópolis,B,18-24,INTENSA,1
127183,SAO_JOSE_KOBRASOL,São José,D,45-54,BAIXA,0
127184,CBD_BEIRAMAR,Florianópolis,B,55+,BAIXA,1
127185,CANASVIEIRAS,Florianópolis,C,55+,BAIXA,1
127186,GOV_CELSO_RAMOS,Governador Celso Ramos,B,45-54,MODERADA,0
127187,CANASVIEIRAS,Florianópolis,B,25-34,MODERADA,1
127188,CENTRO_HISTORICO,Florianópolis,A,45-54,MODERADA,1
127189,CBD_BEIRAMAR,Florianópolis,D,25-34,INTENSA,0
127190,COQUEIROS,Florianópolis,A,55+,BAIXA,1
127191,CBD_BEIRAMAR,Florianópolis,C,18-24,BAIXA,0
127192,INGLESES,Florianópolis,D,25-34,MODERADA,0
127193,INGLESES,Florianópolis,C,25-34,INTENSA,0
127194,ESTREITO_CAPOEIRAS,Florianópolis,C,25-34,MODERADA,1
127195,LAGOA_CONCEICAO,Florianópolis,A,18-24,BAIXA,0
127196,CBD_BEIRAMAR,Florianópolis,C,18-24,BAIXA,0
127197,TRINDADE,Florianópolis,A,25-34,BAIXA,0
127198,NORTE_ILHA,Florianópolis,C,55+,BAIXA,0
127199,CENTRO_HISTORICO,Florianópolis,B,18-24,BAIXA,0
127200,COQUEIROS,Florianópolis,C,55+,BAIXA,0
127201,CENTRO_HISTORICO,Florianópolis,C,45-54,MODERADA,0
127202,COQUEIROS,Florianópolis,C,18-24,BAIXA,0
127203,BIGUACU_BR101_NORTE,Biguaçu,B,25-34,MODERADA,1
127204,PALHOCA_CENTRO,Palhoça,B,25-34,BAIXA,1
127205,CENTRO_HISTORICO,Florianópolis,B,45-54,INTENSA,0
127206,SAO_JOSE_CENTRO,São José,C,55+,BAIXA,0
127207,CENTRO_HISTORICO,Florianópolis,D,25-34,BAIXA,0
127208,ESTREITO_CAPOEIRAS,Florianópolis,C,45-54,BAIXA,0
127209,CBD_BEIRAMAR,Florianópolis,B,55+,INTENSA,0
127210,ESTREITO_CAPOEIRAS,Florianópolis,D,25-34,MODERADA,0
127211,RESIDENCIAL_NORTE,Florianópolis,B,45-54,BAIXA,1
127212,PALHOCA_BR101_SUL,Palhoça,B,55+,BAIXA,0
127213,UFSC,Florianópolis,C,25-34,MODERADA,0
127214,CAMPECHE,Florianópolis,B,45-54,INTENSA,1
127215,CAMPECHE,Florianópolis,D,18-24,BAIXA,1
127216,PALHOCA_BR101_SUL,Palhoça,C,55+,BAIXA,0
127217,SAO_JOSE_KOBRASOL,São José,B,45-54,MODERADA,0
127218,SAO_JOSE_KOBRASOL,São José,C,25-34,MODERADA,0
127219,PALHOCA_CENTRO,Palhoça,C,18-24,MODERADA,0
127220,PALHOCA_CENTRO,Palhoça,B,35-44,MODERADA,1
127221,CANASVIEIRAS,Florianópolis,A,35-44,BAIXA,0
127222,SAO_JOSE_KOBRASOL,São José,B,18-24,BAIXA,1
127223,ESTREITO_CAPOEIRAS,Florianópolis,D,55+,MODERADA,0
127224,CENTRO_HISTORICO,Florianópolis,C,25-34,MODERADA,1
127225,CENTRO_HISTORICO,Florianópolis,B,45-54,BAIXA,0
127226,ESTREITO_CAPOEIRAS,Florianópolis,C,25-34,BAIXA,0
127227,INGLESES,Florianópolis,A,45-54,MODERADA,0
127228,BIGUACU_BR101_NORTE,Biguaçu,D,18-24,BAIXA,0
127229,CAMPECHE,Florianópolis,C,35-44,BAIXA,0
127230,CAMPECHE,Florianópolis,B,55+,BAIXA,0
127231,SAO_JOSE_CENTRO,São José,C,18-24,BAIXA,0
127232,RESIDENCIAL_NORTE,Florianópolis,B,55+,MODERADA,0
127233,CBD_BEIRAMAR,Florianópolis,C,55+,BAIXA,0
127234,COQUEIROS,Florianópolis,C,45-54,MODERADA,0
127235,TRINDADE,Florianópolis,D,18-24,INTENSA,0
127236,LAGOA_CONCEICAO,Florianópolis,C,18-24,INTENSA,0
127237,CBD_BEIRAMAR,Florianópolis,A,18-24,MODERADA,1
127238,CAMPECHE,Florianópolis,B,18-24,BAIXA,0
127239,TRINDADE,Florianópolis,D,55+,MODERADA,0
127240,TRINDADE,Florianópolis,B,45-54,MODERADA,1
127241,SAO_JOSE_CENTRO,São José,C,45-54,INTENSA,0
127242,ESTREITO_CAPOEIRAS,Florianópolis,A,55+,MODERADA,0
127243,SAO_JOSE_ROCADO,São José,B,45-54,BAIXA,0
127244,SAO_JOSE_KOBRASOL,São José,C,25-34,INTENSA,0
127245,CBD_BEIRAMAR,Florianópolis,D,18-24,MODERADA,0
127246,SAO_JOSE_CENTRO,São José,C,18-24,BAIXA,0
127247,CENTRO_HISTORICO,Florianópolis,D,55+,BAIXA,0
127248,RESIDENCIAL_NORTE,Florianópolis,C,45-54,MODERADA,0
127249,NORTE_ILHA,Florianópolis,D,55+,MODERADA,0
127250,TRINDADE,Florianópolis,D,18-24,INTENSA,0
127251,CANASVIEIRAS,Florianópolis,B,25-34,BAIXA,0
127252,CAMPECHE,Florianópolis,D,35-44,BAIXA,0
127253,SAO_JOSE_BARREIROS,São José,D,35-44,MODERADA,0
127254,PALHOCA_CENTRO,Palhoça,B,35-44,MODERADA,0
127255,JURERE,Florianópolis,C,35-44,BAIXA,1
127256,CANASVIEIRAS,Florianópolis,D,35-44,MODERADA,0
127257,TRINDADE,Florianópolis,D,35-44,INTENSA,0
127258,SAO_JOSE_CENTRO,São José,B,35-44,MODERADA,0
127259,ESTREITO_CAPOEIRAS,Florianópolis,B,45-54,BAIXA,0
127260,CENTRO_HISTORICO,Florianópolis,B,25-34,MODERADA,0
127261,SC401_CORREDOR,Florianópolis,B,55+,MODERADA,1
127262,UFSC,Florianópolis,B,55+,INTENSA,0
127263,SAO_JOSE_CENTRO,São José,D,35-44,BAIXA,0
127264,CENTRO_HISTORICO,Florianópolis,C,35-44,BAIXA,1
127265,CAMPECHE,Florianópolis,B,45-54,MODERADA,0
127266,SANTO_AMARO,Santo Amaro da Imperatriz,B,45-54,BAIXA,0
127267,CBD_BEIRAMAR,Florianópolis,C,18-24,INTENSA,0
